0.000000000000000000e+00,9.203620163592590719e-01,7.167326361175930804e-01,6.935193464278520681e-01,1.015142571809455330e+00,8.726974144702275282e-01,7.660003686529004430e-01,9.151740340545244656e-01,8.294887306134616223e-01,8.554087941437763520e-01,8.821254923715637908e-01,7.831621398727579564e-01,8.617518965804756848e-01,8.133294335348689730e-01,9.522024898756416000e-01,8.479395839417538383e-01,8.549764114055283803e-01,9.048323722304166816e-01,8.316050671294771268e-01,8.374246620106317041e-01
9.203620163592590719e-01,0.000000000000000000e+00,9.139139633471865531e-01,5.847866589893393474e-01,5.977694359503071819e-01,2.945925406527948875e-01,4.272622388349833211e-01,1.182668958430356909e+00,4.508798084412395379e-01,3.840383108097210063e-01,3.363277719861773596e-01,4.276630743108786881e-01,5.373486865039317495e-01,5.050340898814535961e-01,3.378132050134357023e-01,4.552684026059951594e-01,4.475052697837486049e-01,4.480087565475877054e-01,4.461554461422262419e-01,4.848869736777542960e-01
7.167326361175930804e-01,9.139139633471865531e-01,0.000000000000000000e+00,7.060405779005198834e-01,1.133925265132370352e+00,9.983550001014943609e-01,9.497675514046693968e-01,5.370044121635026979e-01,9.846479161699097649e-01,9.176175998097125808e-01,1.001552193018120152e+00,1.073967387351520530e+00,9.494036984415779035e-01,1.042321746950786832e+00,9.488958762433343797e-01,9.354325444675056778e-01,1.014628731476710399e+00,1.013236793957800863e+00,1.020472629276204746e+00,8.779345988967440784e-01
6.935193464278520681e-01,5.847866589893393474e-01,7.060405779005198834e-01,0.000000000000000000e+00,7.367368013177030273e-01,5.334401497421554783e-01,6.010981226453975257e-01,9.879448239830660450e-01,6.025070111243701065e-01,5.607695037769279134e-01,5.408546310845603333e-01,6.362665240222717955e-01,6.390129806535312929e-01,6.261281913629057616e-01,5.520350107062851341e-01,5.043267163195077618e-01,5.577798180814280693e-01,5.531992881688028163e-01,4.806581777641993902e-01,4.554515050276680133e-01
1.015142571809455330e+00,5.977694359503071819e-01,1.133925265132370352e+00,7.367368013177030273e-01,0.000000000000000000e+00,4.468739295097790554e-01,6.030662695072620538e-01,1.394406436727335663e+00,6.259140435141109515e-01,5.573010982577746297e-01,5.166253655060832894e-01,5.745643768699909559e-01,6.680712219542701558e-01,6.845176561471872922e-01,5.946680329086397876e-01,6.198249827698983916e-01,5.660058387931606871e-01,5.889039063703600529e-01,5.628600365278789708e-01,6.155741670609641281e-01
8.726974144702275282e-01,2.945925406527948875e-01,9.983550001014943609e-01,5.334401497421554783e-01,4.468739295097790554e-01,0.000000000000000000e+00,4.279216898585705975e-01,1.312609898979735235e+00,4.356713121939788103e-01,3.938528425429255186e-01,4.064209782652225544e-01,3.633156379063159358e-01,5.197596869334363268e-01,5.741660112287244599e-01,3.840346448320060002e-01,4.784993295537077196e-01,4.519261780128142614e-01,4.776524032823917243e-01,4.165328700007189799e-01,4.832198363823729803e-01
7.660003686529004430e-01,4.272622388349833211e-01,9.497675514046693968e-01,6.010981226453975257e-01,6.030662695072620538e-01,4.279216898585705975e-01,0.000000000000000000e+00,1.204206637499160237e+00,2.403452488615063498e-01,2.667565315750405341e-01,2.655433802333090343e-01,3.003070989923039003e-01,2.978290652603834410e-01,3.259460244724592393e-01,4.585715467625973152e-01,2.790603994776759689e-01,3.658040480668778294e-01,3.520210666512240127e-01,5.005093805542378815e-01,3.432240262714056356e-01
9.151740340545244656e-01,1.182668958430356909e+00,5.370044121635026979e-01,9.879448239830660450e-01,1.394406436727335663e+00,1.312609898979735235e+00,1.204206637499160237e+00,0.000000000000000000e+00,1.206159478001171292e+00,1.275276524802505751e+00,1.293074620599109270e+00,1.309343432254151507e+00,1.188811098225422080e+00,1.264818715441223373e+00,1.268082454018166327e+00,1.188593524717811878e+00,1.296607859399202090e+00,1.330925591546356701e+00,1.267252519745697192e+00,1.193548771417749732e+00
8.294887306134616223e-01,4.508798084412395379e-01,9.846479161699097649e-01,6.025070111243701065e-01,6.259140435141109515e-01,4.356713121939788103e-01,2.403452488615063498e-01,1.206159478001171292e+00,0.000000000000000000e+00,2.863662619683810528e-01,3.433085116285094496e-01,3.497690531442861350e-01,2.421569887255683451e-01,4.821157007100925762e-01,5.527101889334494755e-01,3.340831839766529310e-01,4.501333186676553799e-01,4.342124361775922536e-01,5.559008822518990423e-01,4.292328995841135919e-01
8.554087941437763520e-01,3.840383108097210063e-01,9.176175998097125808e-01,5.607695037769279134e-01,5.573010982577746297e-01,3.938528425429255186e-01,2.667565315750405341e-01,1.275276524802505751e+00,2.863662619683810528e-01,0.000000000000000000e+00,1.867929201699121688e-01,3.675742674682944688e-01,3.651918664070326059e-01,4.605913425235151903e-01,3.981358051280556865e-01,3.094033837272155973e-01,3.027294408922003299e-01,3.112899323303461308e-01,4.700593626014016868e-01,3.589800786351315942e-01
8.821254923715637908e-01,3.363277719861773596e-01,1.001552193018120152e+00,5.408546310845603333e-01,5.166253655060832894e-01,4.064209782652225544e-01,2.655433802333090343e-01,1.293074620599109270e+00,3.433085116285094496e-01,1.867929201699121688e-01,0.000000000000000000e+00,3.382288444061748445e-01,4.221233700881737994e-01,3.881746732839593816e-01,3.995163541620185277e-01,2.976252655629948451e-01,2.629054778778354140e-01,2.735487794335683120e-01,4.252918396638004084e-01,3.402748564050082636e-01
7.831621398727579564e-01,4.276630743108786881e-01,1.073967387351520530e+00,6.362665240222717955e-01,5.745643768699909559e-01,3.633156379063159358e-01,3.003070989923039003e-01,1.309343432254151507e+00,3.497690531442861350e-01,3.675742674682944688e-01,3.382288444061748445e-01,0.000000000000000000e+00,4.361046568683255575e-01,4.330076174326792926e-01,5.120583193563925661e-01,4.615684793209429704e-01,4.606295613010593093e-01,4.256245774383608516e-01,4.984131933081958343e-01,5.079460073254760122e-01
8.617518965804756848e-01,5.373486865039317495e-01,9.494036984415779035e-01,6.390129806535312929e-01,6.680712219542701558e-01,5.197596869334363268e-01,2.978290652603834410e-01,1.188811098225422080e+00,2.421569887255683451e-01,3.651918664070326059e-01,4.221233700881737994e-01,4.361046568683255575e-01,0.000000000000000000e+00,4.861255110289218195e-01,5.903207296728065767e-01,3.710590664107065173e-01,4.827429777661033650e-01,4.777445660244393766e-01,5.661161554665120610e-01,4.334620924710020362e-01
8.133294335348689730e-01,5.050340898814535961e-01,1.042321746950786832e+00,6.261281913629057616e-01,6.845176561471872922e-01,5.741660112287244599e-01,3.259460244724592393e-01,1.264818715441223373e+00,4.821157007100925762e-01,4.605913425235151903e-01,3.881746732839593816e-01,4.330076174326792926e-01,4.861255110289218195e-01,0.000000000000000000e+00,3.947206365625085533e-01,3.319839756917534190e-01,3.526200268670800497e-01,2.608685146494638118e-01,4.456051321114744557e-01,3.592176417225785290e-01
9.522024898756416000e-01,3.378132050134357023e-01,9.488958762433343797e-01,5.520350107062851341e-01,5.946680329086397876e-01,3.840346448320060002e-01,4.585715467625973152e-01,1.268082454018166327e+00,5.527101889334494755e-01,3.981358051280556865e-01,3.995163541620185277e-01,5.120583193563925661e-01,5.903207296728065767e-01,3.947206365625085533e-01,0.000000000000000000e+00,3.763143484087825841e-01,2.655210459844484783e-01,2.678388572812356316e-01,3.296387636418394163e-01,3.390164242412034845e-01
8.479395839417538383e-01,4.552684026059951594e-01,9.354325444675056778e-01,5.043267163195077618e-01,6.198249827698983916e-01,4.784993295537077196e-01,2.790603994776759689e-01,1.188593524717811878e+00,3.340831839766529310e-01,3.094033837272155973e-01,2.976252655629948451e-01,4.615684793209429704e-01,3.710590664107065173e-01,3.319839756917534190e-01,3.763143484087825841e-01,0.000000000000000000e+00,2.807045393879874506e-01,2.743747142363855973e-01,4.106850092695723542e-01,1.104095516976121294e-01
8.549764114055283803e-01,4.475052697837486049e-01,1.014628731476710399e+00,5.577798180814280693e-01,5.660058387931606871e-01,4.519261780128142614e-01,3.658040480668778294e-01,1.296607859399202090e+00,4.501333186676553799e-01,3.027294408922003299e-01,2.629054778778354140e-01,4.606295613010593093e-01,4.827429777661033650e-01,3.526200268670800497e-01,2.655210459844484783e-01,2.807045393879874506e-01,0.000000000000000000e+00,1.296777859691954082e-01,3.453693776871199494e-01,2.812437641145203449e-01
9.048323722304166816e-01,4.480087565475877054e-01,1.013236793957800863e+00,5.531992881688028163e-01,5.889039063703600529e-01,4.776524032823917243e-01,3.520210666512240127e-01,1.330925591546356701e+00,4.342124361775922536e-01,3.112899323303461308e-01,2.735487794335683120e-01,4.256245774383608516e-01,4.777445660244393766e-01,2.608685146494638118e-01,2.678388572812356316e-01,2.743747142363855973e-01,1.296777859691954082e-01,0.000000000000000000e+00,3.627192928295963625e-01,2.823052572550014960e-01
8.316050671294771268e-01,4.461554461422262419e-01,1.020472629276204746e+00,4.806581777641993902e-01,5.628600365278789708e-01,4.165328700007189799e-01,5.005093805542378815e-01,1.267252519745697192e+00,5.559008822518990423e-01,4.700593626014016868e-01,4.252918396638004084e-01,4.984131933081958343e-01,5.661161554665120610e-01,4.456051321114744557e-01,3.296387636418394163e-01,4.106850092695723542e-01,3.453693776871199494e-01,3.627192928295963625e-01,0.000000000000000000e+00,3.829610707954031468e-01
8.374246620106317041e-01,4.848869736777542960e-01,8.779345988967440784e-01,4.554515050276680133e-01,6.155741670609641281e-01,4.832198363823729803e-01,3.432240262714056356e-01,1.193548771417749732e+00,4.292328995841135919e-01,3.589800786351315942e-01,3.402748564050082636e-01,5.079460073254760122e-01,4.334620924710020362e-01,3.592176417225785290e-01,3.390164242412034845e-01,1.104095516976121294e-01,2.812437641145203449e-01,2.823052572550014960e-01,3.829610707954031468e-01,0.000000000000000000e+00
